Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Technology,Accessories,45.00,3.00,0.00,4.95
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Fasteners,17.90,5.00,0.00,8.77
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Furniture,Furnishings,40.48,2.00,0.00,17.41
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Furniture,Bookcases,2154.90,5.00,0.00,129.29
First Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,18.43,8.00,0.70,-12.29
Standard Class,Consumer,United States,Thornton,Colorado,80229,West,Office Supplies,Supplies,10.94,2.00,0.20,0.96
First Class,Consumer,United States,Roseville,Michigan,48066,Central,Office Supplies,Supplies,4.36,2.00,0.00,0.17
Standard Class,Corporate,United States,Tempe,Arizona,85281,West,Technology,Accessories,62.35,6.00,0.20,-10.91
Second Class,Consumer,United States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,303.92,5.00,0.20,-30.39
Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central,Office Supplies,Storage,129.30,2.00,0.00,6.47
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,274.20,10.00,0.00,112.42
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Fasteners,6.05,4.00,0.20,-1.36
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Paper,6.85,2.00,0.20,2.14
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,9.96,5.00,0.60,-6.72
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Binders,8.55,2.00,0.80,-13.68
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,45.58,11.00,0.20,16.52
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Accessories,25.49,2.00,0.20,4.46
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,136.96,4.00,0.20,51.36
Second Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,49.62,2.00,0.20,4.96
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,10.58,3.00,0.20,3.44
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,84.42,4.00,0.20,27.44
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,431.94,2.00,0.40,-71.99
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.04,1.00,0.70,-1.50
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,68.24,3.00,0.40,-12.51
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,240.74,4.00,0.30,-13.76
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,35.00,4.00,0.00,14.70
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,210.68,2.00,0.00,50.56
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,637.90,3.00,0.30,-127.58
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,43.44,8.00,0.00,21.29
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Appliances,2.22,1.00,0.00,0.67
First Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,1679.96,5.00,0.20,126.00
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Chairs,344.37,4.00,0.30,-93.47
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Storage,1554.94,3.00,0.20,77.75
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Furnishings,127.88,5.00,0.60,-67.14
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,222.38,2.00,0.20,22.24
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,106.87,3.00,0.30,-29.01
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,3.56,3.00,0.80,-6.24
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,25.68,3.00,0.80,-39.80
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,12.38,3.00,0.80,-19.81
Standard Class,Consumer,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,25.30,5.00,0.00,11.89
Standard Class,Consumer,United States,Bristol,Connecticut,6010,East,Office Supplies,Storage,95.94,3.00,0.00,9.59
Second Class,Consumer,United States,Holland,Michigan,49423,Central,Office Supplies,Labels,7.50,2.00,0.00,3.60
Standard Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Technology,Phones,302.38,3.00,0.20,22.68
Standard Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Accessories,46.69,4.00,0.20,-2.92
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,17.94,3.00,0.00,3.05
Standard Class,Consumer,United States,Norwich,Connecticut,6360,East,Office Supplies,Appliances,370.14,3.00,0.00,144.35
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,8.93,2.00,0.20,3.12
Standard Class,Corporate,United States,Noblesville,Indiana,46060,Central,Furniture,Tables,2678.94,6.00,0.00,241.10
Standard Class,Home Office,United States,Clarksville,Tennessee,37042,South,Furniture,Bookcases,387.14,4.00,0.20,-14.52
Standard Class,Home Office,United States,Clarksville,Tennessee,37042,South,Technology,Accessories,45.41,2.00,0.20,11.92
Standard Class,Home Office,United States,Clarksville,Tennessee,37042,South,Furniture,Furnishings,77.95,3.00,0.20,-11.69
Standard Class,Home Office,United States,Clarksville,Tennessee,37042,South,Office Supplies,Labels,3.00,1.00,0.20,1.05
Second Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Storage,9.95,1.00,0.20,1.00
Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Binders,37.90,4.00,0.70,-29.05
Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Paper,65.58,2.00,0.20,23.77
Standard Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,44.78,1.00,0.20,16.23
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Machines,1035.80,4.00,0.00,269.31
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,5.76,2.00,0.00,1.67
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,19.98,2.00,0.00,8.99
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,35.98,2.00,0.00,10.07
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,16.66,3.00,0.20,3.33
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Labels,20.70,2.00,0.00,9.94
Standard Class,Consumer,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Binders,83.70,5.00,0.00,41.01
Same Day,Consumer,United States,Seattle,Washington,98115,West,Furniture,Furnishings,199.80,10.00,0.00,71.93
Standard Class,Home Office,United States,Fresno,California,93727,West,Office Supplies,Paper,45.68,2.00,0.00,21.01
Standard Class,Home Office,United States,Fresno,California,93727,West,Office Supplies,Paper,110.96,2.00,0.00,53.26
Standard Class,Home Office,United States,Fresno,California,93727,West,Office Supplies,Paper,11.94,3.00,0.00,5.97
Second Class,Consumer,United States,Arlington,Virginia,22204,South,Technology,Machines,8749.95,5.00,0.00,2799.98
Second Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,36.40,8.00,0.00,18.20
Second Class,Consumer,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,18.69,7.00,0.00,7.10
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,5.94,3.00,0.00,0.12
Standard Class,Consumer,United States,Lubbock,Texas,79424,Central,Office Supplies,Paper,60.74,8.00,0.20,20.50
Standard Class,Consumer,United States,Lubbock,Texas,79424,Central,Technology,Copiers,479.98,3.00,0.20,161.99
Standard Class,Consumer,United States,Lubbock,Texas,79424,Central,Office Supplies,Binders,6.08,1.00,0.80,-10.34
Standard Class,Corporate,United States,Longmont,Colorado,80501,West,Technology,Accessories,165.60,3.00,0.20,-6.21
Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Art,59.52,3.00,0.00,15.48
Second Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Accessories,479.97,3.00,0.00,177.59
Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Supplies,18.62,2.00,0.00,5.40
Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Binders,49.63,6.00,0.20,16.75
Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Paper,97.82,2.00,0.00,45.98
Second Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Phones,15.98,2.00,0.20,1.20
Second Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,184.75,3.00,0.20,-20.78
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,12.96,2.00,0.00,6.22
Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Furniture,Chairs,366.74,4.00,0.30,-110.02
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,8.86,9.00,0.80,-14.17
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Technology,Accessories,27.96,5.00,0.20,8.39
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Envelopes,146.35,3.00,0.20,49.39
First Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Accessories,175.23,11.00,0.00,61.33
First Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Phones,125.99,1.00,0.00,31.50
First Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,23.00,2.00,0.00,10.35
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,25.58,2.00,0.20,8.95
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Furnishings,73.78,2.00,0.60,-77.47
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Paper,20.74,4.00,0.20,7.26
Standard Class,Corporate,United States,Florence,Kentucky,41042,South,Office Supplies,Art,17.52,3.00,0.00,8.23
Standard Class,Corporate,United States,Florence,Kentucky,41042,South,Office Supplies,Art,35.76,12.00,0.00,10.01
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,3.64,2.00,0.00,0.98
Second Class,Consumer,United States,Frisco,Texas,75034,Central,Furniture,Furnishings,30.34,6.00,0.60,-17.44
Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Furniture,Furnishings,12.99,1.00,0.00,1.56
Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Furniture,Chairs,182.22,3.00,0.00,45.56
Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Furniture,Chairs,302.94,3.00,0.00,18.18
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,54.99,14.00,0.20,8.94
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Phones,12.99,1.00,0.00,0.26
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,55.86,7.00,0.00,27.93
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,44.38,2.00,0.40,-7.40
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,51.26,6.00,0.20,7.69
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,5.19,3.00,0.70,-3.46
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,159.98,2.00,0.20,44.00
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,54.22,2.00,0.20,3.39
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Furniture,Chairs,241.42,2.00,0.20,-36.21
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,33.36,4.00,0.00,16.68
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,13.76,2.00,0.00,6.33
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,496.86,7.00,0.00,24.84
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,389.97,3.00,0.00,35.10
Second Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Labels,9.82,2.00,0.00,4.81
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,56.40,3.00,0.00,3.38
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,18.31,4.00,0.70,-12.21
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,25.92,5.00,0.20,9.07
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,8.02,3.00,0.20,1.00
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Copiers,479.98,2.00,0.20,60.00
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,30.84,5.00,0.20,9.64
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,33.57,2.00,0.20,1.68
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,422.63,7.00,0.30,0.00
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,199.98,2.00,0.00,83.99
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,20.24,1.00,0.00,8.70
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,39.92,4.00,0.00,11.18
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,32.54,2.00,0.00,15.94
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,39.00,3.00,0.00,17.55
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Labels,12.60,4.00,0.00,6.05
First Class,Corporate,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,24.64,4.00,0.20,4.00
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Labels,6.26,3.00,0.20,2.04
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Fasteners,14.43,4.00,0.20,3.43
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Copiers,719.98,3.00,0.20,135.00
Standard Class,Consumer,United States,Decatur,Alabama,35601,South,Technology,Accessories,239.92,8.00,0.00,23.99
First Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Tables,1056.86,7.00,0.00,158.53
Same Day,Consumer,United States,Plantation,Florida,33317,South,Technology,Accessories,447.94,7.00,0.20,89.59
Same Day,Consumer,United States,Plantation,Florida,33317,South,Office Supplies,Storage,150.41,9.00,0.20,-33.84
Second Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Phones,453.58,3.00,0.20,39.69
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Labels,45.36,9.00,0.20,14.74
Second Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Phones,287.88,3.00,0.20,35.99
Second Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Phones,131.88,3.00,0.20,14.84
Second Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Furnishings,2.33,2.00,0.60,-0.76
Second Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,1454.90,5.00,0.00,378.27
Standard Class,Home Office,United States,Sanford,Florida,32771,South,Office Supplies,Binders,4.84,3.00,0.70,-3.55
Standard Class,Home Office,United States,Sanford,Florida,32771,South,Furniture,Furnishings,220.70,6.00,0.20,-8.28
First Class,Consumer,United States,The Colony,Texas,75056,Central,Technology,Phones,67.18,3.00,0.20,6.72
First Class,Consumer,United States,The Colony,Texas,75056,Central,Office Supplies,Paper,15.23,4.00,0.20,5.52
First Class,Consumer,United States,Troy,Ohio,45373,East,Office Supplies,Paper,31.10,6.00,0.20,10.89
Standard Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Binders,968.74,7.00,0.20,314.84
Standard Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Binders,222.35,13.00,0.20,77.82
Standard Class,Corporate,United States,Hempstead,New York,11550,East,Technology,Copiers,479.98,2.00,0.20,90.00
Same Day,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,10.27,3.00,0.20,3.21
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Machines,998.85,5.00,0.40,-199.77
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,24.56,2.00,0.00,11.54
Same Day,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Fasteners,5.67,3.00,0.00,0.11
Second Class,Consumer,United States,Port Saint Lucie,Florida,34952,South,Office Supplies,Appliances,14.34,4.00,0.20,0.90
First Class,Consumer,United States,Concord,New Hampshire,3301,East,Furniture,Furnishings,102.30,1.00,0.00,26.60
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Furniture,Tables,607.52,2.00,0.00,97.20
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Storage,31.16,2.00,0.00,7.79
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Labels,2.61,1.00,0.00,1.20
Second Class,Corporate,United States,San Marcos,Texas,78666,Central,Furniture,Furnishings,10.33,3.00,0.60,-5.94
Second Class,Corporate,United States,San Marcos,Texas,78666,Central,Office Supplies,Paper,10.37,2.00,0.20,3.63
Second Class,Corporate,United States,San Marcos,Texas,78666,Central,Technology,Accessories,20.78,2.00,0.20,-3.64
Second Class,Corporate,United States,San Marcos,Texas,78666,Central,Office Supplies,Storage,66.96,5.00,0.20,-13.39
Second Class,Corporate,United States,Escondido,California,92025,West,Office Supplies,Binders,17.25,2.00,0.20,6.04
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,11.09,7.00,0.70,-8.13
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,1287.45,5.00,0.00,244.62
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,168.10,5.00,0.00,43.71
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,51.97,2.00,0.20,-10.39
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,4.77,2.00,0.20,0.48
First Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,7.98,3.00,0.00,3.91
First Class,Consumer,United States,Greeley,Colorado,80634,West,Office Supplies,Envelopes,18.69,2.00,0.20,7.01
First Class,Consumer,United States,Greeley,Colorado,80634,West,Furniture,Furnishings,11.66,3.00,0.20,3.35
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Accessories,191.98,3.00,0.20,38.40
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Phones,499.17,4.00,0.20,31.20
First Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,11.88,2.00,0.00,5.35
First Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,35.44,1.00,0.00,16.66
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,67.14,4.00,0.20,25.18
Standard Class,Corporate,United States,Fresno,California,93727,West,Office Supplies,Binders,4.32,3.00,0.20,1.51
Standard Class,Corporate,United States,Fresno,California,93727,West,Office Supplies,Paper,14.94,3.00,0.00,7.02
Standard Class,Corporate,United States,Fresno,California,93727,West,Office Supplies,Appliances,40.54,2.00,0.00,11.35
Standard Class,Corporate,United States,Fresno,California,93727,West,Office Supplies,Binders,7.31,1.00,0.20,2.56
Same Day,Home Office,United States,Reno,Nevada,89502,West,Technology,Phones,475.94,7.00,0.20,59.49
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Accessories,30.08,2.00,0.20,-5.26
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Accessories,165.60,3.00,0.20,-6.21
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,180.96,5.00,0.20,13.57
Standard Class,Consumer,United States,New Bedford,Massachusetts,2740,East,Technology,Accessories,23.18,2.00,0.00,7.65
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,56.96,2.00,0.00,21.08
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,15.56,4.00,0.00,4.05
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,353.57,2.00,0.20,-44.20
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,13.96,2.00,0.00,6.70
Second Class,Consumer,United States,Oxnard,California,93030,West,Technology,Accessories,82.95,5.00,0.00,29.03
Second Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Art,39.68,2.00,0.00,10.32
Standard Class,Consumer,United States,Oakland,California,94601,West,Technology,Accessories,479.97,3.00,0.00,177.59
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Labels,7.38,2.00,0.00,3.47
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Binders,14.26,3.00,0.20,4.46
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Paper,81.98,2.00,0.00,40.17
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Binders,39.62,3.00,0.20,13.87
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Tables,399.67,7.00,0.20,-14.99
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,65.12,4.00,0.00,16.93
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,30.56,5.00,0.60,-19.86
Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Office Supplies,Appliances,20.77,2.00,0.20,2.34
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,39.81,4.00,0.20,3.98
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,121.10,6.00,0.70,-100.92
Standard Class,Consumer,United States,Miami,Florida,33178,South,Technology,Accessories,111.96,5.00,0.20,-1.40
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,15.70,3.00,0.20,5.10
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,70.26,3.00,0.00,18.97
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,90.00,5.00,0.00,16.20
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,6.10,2.00,0.20,2.06
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,481.18,2.00,0.40,-120.29
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Fasteners,7.24,4.00,0.00,2.39
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Bookcases,177.45,5.00,0.50,-78.08
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Office Supplies,Binders,1369.76,6.00,0.70,-913.18
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Office Supplies,Appliances,9.48,3.00,0.20,0.71
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,130.98,2.00,0.50,-89.07
First Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Art,174.95,5.00,0.00,45.49
First Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Storage,826.00,5.00,0.00,214.76
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,139.58,7.00,0.00,39.08
First Class,Home Office,United States,Kenosha,Wisconsin,53142,Central,Technology,Accessories,399.95,5.00,0.00,143.98
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,12.39,3.00,0.00,5.82
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,760.98,5.00,0.80,-1141.47
Same Day,Consumer,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,67.86,6.00,0.70,-45.24
Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Fasteners,31.50,11.00,0.20,11.81
Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Labels,5.04,1.00,0.20,1.64
Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,39.88,7.00,0.70,-29.24
Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,4.71,1.00,0.20,1.41
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Chairs,194.35,3.00,0.20,19.44
First Class,Corporate,United States,Nashville,Tennessee,37211,South,Furniture,Chairs,97.42,2.00,0.20,10.96
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,704.76,5.00,0.20,26.43
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,27.40,3.00,0.70,-20.09
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Fasteners,5.70,5.00,0.00,2.68
Same Day,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,14.19,3.00,0.00,5.53
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Supplies,7.30,2.00,0.00,2.19
Same Day,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,199.98,2.00,0.00,75.99
Same Day,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,144.96,4.00,0.00,60.88
Same Day,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,118.00,2.00,0.00,20.06
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,48.94,1.00,0.00,24.47
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,22.66,2.00,0.00,9.74
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,0.84,1.00,0.80,-1.34
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Paper,30.96,6.00,0.20,11.22
Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Bookcases,723.92,5.00,0.20,-81.44
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,21.97,4.00,0.60,-15.93
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,619.15,6.00,0.20,69.65
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,127.90,7.00,0.20,41.57
Second Class,Consumer,United States,Lakewood,California,90712,West,Furniture,Furnishings,94.20,5.00,0.00,39.56
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Supplies,49.50,5.00,0.00,13.37
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,16.52,5.00,0.20,1.65
Second Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,55.36,4.00,0.20,19.38
Second Class,Home Office,United States,Seattle,Washington,98115,West,Technology,Machines,11.56,1.00,0.20,3.76
Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,17.12,4.00,0.00,7.70
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,182.35,3.00,0.20,-18.24
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,118.16,2.00,0.20,-25.11
